INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID90891904	DSSTox_Substance_Id	DTXSID90891904	Methacrylic acid, butyl acrylate polymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891909	DSSTox_Substance_Id	DTXSID90891909	2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891924	DSSTox_Substance_Id	DTXSID90891924	Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-, mono-C8-10-alkyl ethers, ethers with 1,2-dodecanediol (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891964	DSSTox_Substance_Id	DTXSID90891964	Gelatin hydrolyzate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891969	DSSTox_Substance_Id	DTXSID90891969	Triticum aestivum germ oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891984	DSSTox_Substance_Id	DTXSID90891984	Glycerides, C16-18 mono- and di-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90891989	DSSTox_Substance_Id	DTXSID90891989	Ethylene/acrylic acid copolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892092	DSSTox_Substance_Id	DTXSID90892092	1H-Imidazolium, 1-ethyl-2-(8-heptadecenyl)-4,5-dihydro-1-(2-hydroxyethyl)-, (Z)-, ethyl sulfate (salt)	C26H52N2O5S	504.77	7.95766e-11	323.884	13.1766	318.394	6.39046e-08	0.980401	10.54	13602.0	0.663683	159.749	2.02114e-07	9.97822e-06
DTXSID90892138	DSSTox_Substance_Id	DTXSID90892138	1,3-Propanediamine, N-(3-(C11-14-isoalkyloxy)propyl) derivs., C13-rich, acetates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892153	DSSTox_Substance_Id	DTXSID90892153	(C16-22)-Alkyldimethylamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892193	DSSTox_Substance_Id	DTXSID90892193	1-(2-Hydroxy-5-tert-nonylphenyl)ethan-1-one oxime	C17H27NO2	277.408	2.77168e-11	421.772	4.60153	333.589	1.18529e-09	1.29548	9.00079	16210.0	5.55346	122.517	1.43113e-07	1.9323e-05
DTXSID90892198	DSSTox_Substance_Id	DTXSID90892198	Fatty acids, C16-18, esters with ethylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892214	DSSTox_Substance_Id	DTXSID90892214	Hydrocarbons, C<10-linear	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892259	DSSTox_Substance_Id	DTXSID90892259	Vanadium trioxide	O3V2	149.88	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892315	DSSTox_Substance_Id	DTXSID90892315	Ammonium tetrachlorozincate	Cl4H8N2Zn	243.26	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892330	DSSTox_Substance_Id	DTXSID90892330	6:2 Fluorotelomer thioether amido sulfonic acid	C15H18F13NO4S2	587.41	1.93935e-11	25.2262	4.47607	226.426	8.94452e-10	2.10368	9.17441	68187.8	4.70977	154.492	2.59307e-09	1.42548e-05
DTXSID90892335	DSSTox_Substance_Id	DTXSID90892335	8:2 Fluorotelomer thioether amido sulfonate	C17H17F17NO4S2	686.42	1.94085e-11	59.0598	4.49836	225.67	4.38601e-09	2.4053	9.24429	107050.0	5.86514	133.907	2.08638e-09	1.05373e-05
DTXSID90892431	DSSTox_Substance_Id	DTXSID90892431	Calcium metasilicate	CaO3Si	116.16	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90892931	DSSTox_Substance_Id	DTXSID90892931	11-H-Perfluoroundecanoate	C11HF20O2	545.096	4.27923e-13	37.1648	4.9451	210.715	3.23532e-10	2.92044	4.90925	15718.6	4.88822	83.1798	0.00136726	0.0018183
DTXSID90892936	DSSTox_Substance_Id	DTXSID90892936	8-H-Perfluorooctanoate	C8HF14O2	395.072	4.27776e-13	5.87879	4.47408	185.115	1.92902e-10	1.34459	4.30662	1715.5	3.52576	46.3948	0.0535434	0.0295763
DTXSID90892991	DSSTox_Substance_Id	DTXSID90892991	Sodium 1H,1H,2H,2H-perfluorodecylphosphate	C10H5F17NaO4P	566.082	6.84804e-15	2.47156	3.6796	208.987	1.46957e-11	2.07419	7.9277	1204.84	3.08653	210.769	0.000124406	0.0117932
DTXSID90893024	DSSTox_Substance_Id	DTXSID90893024	Calcium chloride hydrate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893044	DSSTox_Substance_Id	DTXSID90893044	Pistacia vera ext.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893049	DSSTox_Substance_Id	DTXSID90893049	Sodium acetate hydrate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893069	DSSTox_Substance_Id	DTXSID90893069	Pentadecene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893089	DSSTox_Substance_Id	DTXSID90893089	Copper subsulfate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893100	DSSTox_Substance_Id	DTXSID90893100	Lead metasilicate (PbSiO3)	O3PbSi	283.3	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893105	DSSTox_Substance_Id	DTXSID90893105	Isophorone diisocyanate-pentaerythritol triacrylate (1:2) adduct	C40H54N2O16	818.87	6.8471e-11	3.99286	12.9009	473.994	8.44894e-11	1.38697	9.79388	36360.2	2.74634	127.045	1.55151e-11	0.00083955
DTXSID90893125	DSSTox_Substance_Id	DTXSID90893125	Potassium tetrafluoroborate(1-)-11B	[11B]F4K	126.1012	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893140	DSSTox_Substance_Id	DTXSID90893140	Vanadium carbide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893160	DSSTox_Substance_Id	DTXSID90893160	Barium zirconate (BaZrO3)	BaO3Zr	276.548	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893165	DSSTox_Substance_Id	DTXSID90893165	Copper telluride (Cu2Te)	Cu2Te	254.69	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893180	DSSTox_Substance_Id	DTXSID90893180	Niobium oxide (NbO2)	NbO2	124.904	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893185	DSSTox_Substance_Id	DTXSID90893185	1,3-Alt-25,27-bis(3,7-dimethyloctyl-1-oxy)calix[4]arene-benzocrown-6	C62H82O8	955.33	4.30994e-11	50.3866	139.144	476.679	4.69387e-07	0.944832	11.6717	131397.0	7.22295	223.992	1.3311e-08	1.05756e-06
DTXSID90893201	DSSTox_Substance_Id	DTXSID90893201	C.I. Acid Yellow 151	C32H30CoN8O10S2	809.69	4.3314e-11	2.32799	3.34482	276.106	1.0798e-11	0.193433	9.30805	68.4596	0.0632629	206.794	8.15081e-10	8.93812e-05
DTXSID90893206	DSSTox_Substance_Id	DTXSID90893206	Bismuth oxide (Bi2O4)	Bi2O4	481.957	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893221	DSSTox_Substance_Id	DTXSID90893221	Iron potassium oxide (Fe5KO8)	Fe5KO8	446.315	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893226	DSSTox_Substance_Id	DTXSID90893226	Bismuth manganese oxide (BiMn2O5)	Bi2Mn4O10	797.703	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893246	DSSTox_Substance_Id	DTXSID90893246	Bis(N,N-dibutyldithiocarbamato)copper	C18H36CuN2S4	472.29	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893286	DSSTox_Substance_Id	DTXSID90893286	(Z)-2-(8-Heptadecenyl)-2-imidazoline-1-ethanol	C22H42N2O	350.591	7.95237e-11	329.296	5.79363	329.587	5.59655e-08	0.737742	10.6397	14383.9	5.32559	36.4023	2.27344e-07	0.000113159
DTXSID90893423	DSSTox_Substance_Id	DTXSID90893423	Palladium(II) nitrate tetraamine	H12N6O6Pd	298.55	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893428	DSSTox_Substance_Id	DTXSID90893428	Tripotassium tetracyanocuprate(3-)	C4CuK3N4	284.911	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893443	DSSTox_Substance_Id	DTXSID90893443	Methyldimethoxysilane	C3H10O2Si	106.196	3.51164e-12	3.11291	6.10751	77.9496	0.00258645	0.30248	2.11392	32.2371	1.70265	-57.0141	30.2493	0.159772
DTXSID90893448	DSSTox_Substance_Id	DTXSID90893448	Aluminum cobalt lithium nickel oxide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893463	DSSTox_Substance_Id	DTXSID90893463	Lithium bis(oxalato)borate(1-)	C4BLiO8	193.79	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893468	DSSTox_Substance_Id	DTXSID90893468	2-Ethylhexanol oleic acid ester	C26H50O2	394.684	6.11211e-11	98.498	8.42552	427.884	8.8161e-08	2.18812	11.7413	10224.3	9.43525	24.4365	1.22175e-06	1.49661e-05
DTXSID90893544	DSSTox_Substance_Id	DTXSID90893544	Hepta isobutyltricycloheptasiloxane trisilanol	C42H38O12Si7	931.349	1.31896e-11	11.4992	214.796	464.106	2.38845e-11	0.717999	9.60169	69184.0	3.1362	201.491	1.63729e-10	3.41037e-07
DTXSID90893600	DSSTox_Substance_Id	DTXSID90893600	Terpinyl cinnamate	C19H24O2	284.399	9.24651e-11	427.077	3.34833	356.671	9.1556e-07	0.214931	8.51788	2255.28	6.135	47.1459	3.45928e-06	2.34839e-05
DTXSID90893605	DSSTox_Substance_Id	DTXSID90893605	1-Benzyl-3-carboxypyridinium chloride sodium salt	C13H12ClNNaO2	272.68	1.10031e-11	2.97571	3.54085	312.093	1.98541e-09	0.179097	9.47069	157.16	-0.258073	194.722	5.93855e-07	0.00155577
DTXSID90893625	DSSTox_Substance_Id	DTXSID90893625	Mono[2-oleoylamido-1-methylethyl]maleate	C25H43NO5	437.621	1.1465e-10	15.0923	5.20428	322.392	3.44904e-08	0.278054	9.59755	10102.5	5.84934	106.318	2.31871e-09	0.0011642
DTXSID90893645	DSSTox_Substance_Id	DTXSID90893645	C.I. Reactive Blue 187	C52H32Cl2N16Na6O24S6	1666.12	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893680	DSSTox_Substance_Id	DTXSID90893680	Sodium hydride	HNa	23.998	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893721	DSSTox_Substance_Id	DTXSID90893721	3-Hydroxy-1,1-dimethylbutyl peroxyneodecanoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893726	DSSTox_Substance_Id	DTXSID90893726	Ethylene glycol and trimellitic anhydride ester	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893786	DSSTox_Substance_Id	DTXSID90893786	2-(Difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)-3,5-pyridinedicarbonyl dichloride	C13H10Cl2F5NO2	378.12	9.2208e-12	142.861	3.54455	307.171	3.7044e-09	0.845284	7.87772	2553.77	4.41284	69.8876	1.54909e-05	2.15665e-06
DTXSID90893827	DSSTox_Substance_Id	DTXSID90893827	Butanoic acid, 3-methyl-, rel-(1R,2S,5R)-5-methyl-2-(1-methylethyl)cyclohexyl ester	C15H28O2	240.387	1.72865e-11	268.574	8.63219	282.395	0.000158649	0.385819	6.87412	454.125	4.91081	-2.93909	0.00928415	9.83252e-06
DTXSID90893847	DSSTox_Substance_Id	DTXSID90893847	Manganese sesquioxide	Mn2O3	157.873	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893867	DSSTox_Substance_Id	DTXSID90893867	4-Hydroxy-3-[2-methoxy-5-methyl-4-[(4-sulfophenyl)azo]phenyl]azo-7-(phenylamino)-2-naphthalenesulfonic acid compound with [nitrilotris(2,1-ethanediyloxy)]tris(propanol) (1:2)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893908	DSSTox_Substance_Id	DTXSID90893908	Manganese, tris[mu-(acetato-kappaO:kappaO')]bis(octahydro-1,4,7-trimethyl-1H-1,4,7-triazonine-kappaN1,kappaN4,kappaN7)-	C24H51Mn2N6O6	629.584	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893928	DSSTox_Substance_Id	DTXSID90893928	Manganese, tris[mu-(2-ethylhexanoato-kappaO:kappaO')]bis(octahydro-1,4,7-trimethyl-1H-1,4,7-triazonine-kappaN1,kappaN4,kappaN7)-	C42H87Mn2N6O6	882.07	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893943	DSSTox_Substance_Id	DTXSID90893943	Magnesium vanadate(V) (MgV2O6)	MgO6V2	222.182	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893948	DSSTox_Substance_Id	DTXSID90893948	Chlorine trifluoride	ClF3	92.45	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893963	DSSTox_Substance_Id	DTXSID90893963	(E,Z,E)-N-(2-Methylpropyl)-2,6,8-decatrienamide	C14H23NO	221.344	2.88585e-11	139.121	3.34887	305.766	9.7404e-10	0.242084	9.19763	782.625	2.00205	95.7151	1.52986e-06	0.00133593
DTXSID90893968	DSSTox_Substance_Id	DTXSID90893968	Iron molybdate(VI) (Fe2(MoO4)3)	Fe2HMo3O12	592.54	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893983	DSSTox_Substance_Id	DTXSID90893983	Aluminum chloride hydroxide (Al(OH)Cl2)	AlCl2HO	114.89	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90893988	DSSTox_Substance_Id	DTXSID90893988	Bis(acetoacetato)[1,3-propanediolato(2-)]titanium diethyl ester	C15H24O8Ti	380.216	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894016	DSSTox_Substance_Id	DTXSID90894016	C.I. ACID YELLOW 129	C34H24CrN8NaO6	715.602	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894036	DSSTox_Substance_Id	DTXSID90894036	Sodium O,O'-di-sec-butyldithiophosphate	C8H18NaO2PS2	264.31	4.5382e-11	63.4888	35.2388	277.273	3.70165e-06	0.370485	7.43209	222.087	2.9833	43.7771	0.000154537	0.00118113
DTXSID90894051	DSSTox_Substance_Id	DTXSID90894051	Sodium bis(2-methoxyethoxy)dihydroaluminate	C6H16AlNaO4	202.161	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894076	DSSTox_Substance_Id	DTXSID90894076	Potassium periodate	IKO4	229.999	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894152	DSSTox_Substance_Id	DTXSID90894152	Bis[4-hydroxy-3-[(2-hydroxy-1-naphthalenyl)azo]benzenesulfonamidato(2-)]cobaltate(1-), sodium salt	C32H22CoN6NaO8S2	764.6	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894157	DSSTox_Substance_Id	DTXSID90894157	(3-Heptyl-4-pentyl-1,2-cyclohexanediyl)bis(9,1-nonanediylcarbamoyloxy-2,1-ethanediyl) bis(2-methyl-2-propenoate)	C50H90N2O8	847.276	7.30746e-11	48.129	144.076	480.86	1.21223e-08	2.04695	9.79347	29953.8	8.84514	115.193	5.89428e-11	6.94087e-07
DTXSID90894177	DSSTox_Substance_Id	DTXSID90894177	HFE 7100	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894213	DSSTox_Substance_Id	DTXSID90894213	2-Naphthalenol, 1-[(2-hydroxy-3,5-dinitrophenyl)azo]-, chromium complex	C36H18CrN7Na2O13S	886.61	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894218	DSSTox_Substance_Id	DTXSID90894218	Manganese(II) oxalate	C2MnO4	142.956	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894233	DSSTox_Substance_Id	DTXSID90894233	Poly(oxy-1,2-erhanediyl), .alpha.-sulfo-.omega.-(tridecyloxy)-, branched, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894238	DSSTox_Substance_Id	DTXSID90894238	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-[3-[[[[(5-amino-1,3,3-trimethylcyclohexyl)methyl]amino]carbonyl]oxy]-2-hydroxypropoxy]-, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894253	DSSTox_Substance_Id	DTXSID90894253	Ammonium boron oxide ((NH4)B5O8)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894258	DSSTox_Substance_Id	DTXSID90894258	Chromium zinc oxide (Cr2ZnO4)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894273	DSSTox_Substance_Id	DTXSID90894273	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[[(2-propylheptyl)imino]di-2,1-ethanediyl]bis[.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894278	DSSTox_Substance_Id	DTXSID90894278	Residual oils (lignocellulosic), hydrotreated, C20-40-branch, cyclic and linear	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894293	DSSTox_Substance_Id	DTXSID90894293	Syrups, hydrolyzed starch, telomers with acrylic acid, iso-Pr alc., maltodextrin, 3-mercaptopropanoic acid and styrene, sodium salt, hydrogen peroxide- and peroxydisulfuric acid ([(HO)S(O)2]2O2) sodium salt (1:2)-initiated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894298	DSSTox_Substance_Id	DTXSID90894298	1,4-Cyclohexanedicarboxylic acid, 1,4-dimethyl ester, hydrogenolysis products	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894314	DSSTox_Substance_Id	DTXSID90894314	Phosphoric acid, butyl ester, compds. with branched dodecylbenzenamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894319	DSSTox_Substance_Id	DTXSID90894319	Dodecanedioic acid, di-C11-14-isoalkyl esters, C13-rich	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894334	DSSTox_Substance_Id	DTXSID90894334	Alkenes, C10-16 .alpha.-, mixed with (6E)-7,11-dimethyl-3-methylene-1,6,10-dodecatriene, dimers and trimers, hydrogenated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894339	DSSTox_Substance_Id	DTXSID90894339	Alcohols, C12-22, distn. residues	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894354	DSSTox_Substance_Id	DTXSID90894354	Fatty acids, C8-10, tetraesters with bis[2,2-bis(hydroxymethyl)butyl] adipate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894359	DSSTox_Substance_Id	DTXSID90894359	Aluminum magnesium zinc carbonate hydroxide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894374	DSSTox_Substance_Id	DTXSID90894374	Waste plastics, pyrolyzed, C5-55 fraction	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894379	DSSTox_Substance_Id	DTXSID90894379	Polysulfides, bis[3-(triethoxysilyl)propyl]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894394	DSSTox_Substance_Id	DTXSID90894394	Boric acid (H3BO3), mixed 2-[2-(2-methoxyethoxy)ethoxy]ethyl and 3,6,9,12-tetraoxatridec-1-yl triesters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894399	DSSTox_Substance_Id	DTXSID90894399	Poly(oxy-1,2-ethanediyl), .alpha.-[(9Z)-1-oxo-9-octadecen-1-yl]-.omega.-methoxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894410	DSSTox_Substance_Id	DTXSID90894410	Poly(oxy-1,2-ethanediyl), .alpha.-undecyl-.omega.-hydroxy-, branched and linear, ethers with 1,2-decanediol (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894415	DSSTox_Substance_Id	DTXSID90894415	Poly(oxy-1,2-ethanediyl), .alpha.-decyl-.omega.-hydroxy-, phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894430	DSSTox_Substance_Id	DTXSID90894430	Molybdenum zinc oxide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894435	DSSTox_Substance_Id	DTXSID90894435	Fatty acids, castor-oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894450	DSSTox_Substance_Id	DTXSID90894450	Pentaerythrityl tetraisostearate	C77H148O8	1202.023	8.42018e-11	52.8092	211.796	462.886	1.8684e-08	2.22506	11.6714	29801.4	6.94238	-3.31316	1.12072e-08	1.38457e-07
DTXSID90894455	DSSTox_Substance_Id	DTXSID90894455	Fatty acids, lanolin, iso-Pr esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894470	DSSTox_Substance_Id	DTXSID90894470	Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-, phosphosulfurized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894475	DSSTox_Substance_Id	DTXSID90894475	4-Cyclohexene-1,2-dicarboxylic acid, ester with 2,2-dimethyl-1,3-propanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894490	DSSTox_Substance_Id	DTXSID90894490	2-Propanol, 1-chloro-, 3-(C12-15-alkyloxy) derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894495	DSSTox_Substance_Id	DTXSID90894495	Phosphoric acid, mono- and di-C6-10-alkyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894511	DSSTox_Substance_Id	DTXSID90894511	9-Octadecenoic acid (9Z)-, sulfurized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894516	DSSTox_Substance_Id	DTXSID90894516	Phosphoric acid, C12-15-alkyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894531	DSSTox_Substance_Id	DTXSID90894531	Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, brominated chlorinated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894536	DSSTox_Substance_Id	DTXSID90894536	Amines, di-C8-20-alkyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894551	DSSTox_Substance_Id	DTXSID90894551	Alkenes, C6-12 .alpha.-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894556	DSSTox_Substance_Id	DTXSID90894556	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C10-16-alkyl ethers, phosphates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894571	DSSTox_Substance_Id	DTXSID90894571	Amines, C36-alkylenedi-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894576	DSSTox_Substance_Id	DTXSID90894576	Oils, cedarwood, Texan	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894591	DSSTox_Substance_Id	DTXSID90894591	Decanoic acid, mixed esters with dipentaerythritol, heptanoic acid, octanoic acid and valeric acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894596	DSSTox_Substance_Id	DTXSID90894596	Ketones, C11	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894612	DSSTox_Substance_Id	DTXSID90894612	Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-hydroxy-, C6-12-alkyl ethers, ammonium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894617	DSSTox_Substance_Id	DTXSID90894617	Candelilla wax	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894632	DSSTox_Substance_Id	DTXSID90894632	Propanoic acid, 2-hydroxy-, compd. with N-[2-[2-(heptadecen-1-yl)-4,5-dihydro-1H-imidazol-1-yl]ethyl]-2-hydroxypropanamide (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894637	DSSTox_Substance_Id	DTXSID90894637	Naphthalenesulfonic acid, bis(tripropylene)-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894652	DSSTox_Substance_Id	DTXSID90894652	9,10-Anthracenedione, 1,4-diamino-, N,N'-mixed 2-ethylhexyl and 3-[(2-ethylhexyl)oxy]propyl and 3-methoxypropyl derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894657	DSSTox_Substance_Id	DTXSID90894657	Cuprate(4-), [2-[2-[[2-[2-(hydroxy-.kappa.O)-3-sulfo-5-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl-.kappa.N2]phenylmethyl]diazenyl-.kappa.N1]-4-sulfobenzoato(6-)-.kappa.O)]-, sodium	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894677	DSSTox_Substance_Id	DTXSID90894677	Propanol, 1(or 2)-[methyl-2-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)oxy]ethoxy]-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894692	DSSTox_Substance_Id	DTXSID90894692	Benzene, tris(1-methylethyl)-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894697	DSSTox_Substance_Id	DTXSID90894697	2,5-Furandione, dihydro-3-(nonen-1-yl)-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894713	DSSTox_Substance_Id	DTXSID90894713	Titanium, tris(isooctadecanoato-.kappa.O)(2-propanolato)-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894718	DSSTox_Substance_Id	DTXSID90894718	1-Naphthalenamine, N-phenyl-ar-(1,1,3,3-tetramethylbutyl)-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894773	DSSTox_Substance_Id	DTXSID90894773	EINECS No.: 276-684-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894819	DSSTox_Substance_Id	DTXSID90894819	Phenol, bis(1,1-dimethylethyl)-4-methyl-	C15H24O	220.356	1.67749e-11	1122.83	9.76806	270.879	7.82688e-06	3.03386	9.28587	7516.49	5.07751	36.2088	0.00383776	1.86905e-05
DTXSID90894839	DSSTox_Substance_Id	DTXSID90894839	Bismuth telluride	Bi3Te5	1264.94	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894899	DSSTox_Substance_Id	DTXSID90894899	Palladium monoxide	OPd	122.42	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90894910	DSSTox_Substance_Id	DTXSID90894910	Zirconium tetraiodide	I4Zr	598.842	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90895063	DSSTox_Substance_Id	DTXSID90895063	Methyl methacrylate-tri(n-butyl)tin methacrylate polymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
